id,organization,entry_date,heading,attachment,creation_date,recommend_date,target_price_date,target_price_date_epoch,target_price,recommended_price,scid,stkname,stockShortName,cmp,change,perChange,current_returns,potential_returns_per,exchange,recommended_price_falg,target_price_flag,stock_data,stk_url,recommend_flag
12107261,Sharekhan,2024-01-23,Buy Kotak Mahindra Bank; target of Rs 2250: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/01/Kotak-Mahindra-Bank-23012024-khan.pdf,20240123114742,"January 20, 2024",2024-01-20,20240120,2250,361.29,KMF,Kotak Mahindra Bank,Kotak Mahindra,379.20,-4.40,-1.15,4.9,493.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '2250', 'target_price_date': '20/01/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",banks-private-sector/kotakmahindrabank/KMB,BUY
12107231,Sharekhan,2024-01-23,Buy ICICI Bank; target of Rs 1200: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/01/ICICI-Bank-23012024-khan.pdf,20240123114302,"January 20, 2024",2024-01-20,20240120,1200,1008.3,ICI02,ICICI Bank,ICICI Bank,1356.20,9.40,0.70,34.5,-11.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1200', 'target_price_date': '20/01/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",banks-private-sector/icicibank/ICI02,BUY
12102271,Emkay Global Financial Services,2024-01-22,Buy Tejas Networks; target of Rs 1025: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/01/Tejas-Networks-22012024-emkay.pdf,20240122145537,"January 21, 2024",2024-01-21,20240121,1025,812.6,TN,Tejas Networks,Tejas Networks,414.85,-9.70,-2.28,-48.9,147.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1025', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",telecommunications-equipment/tejasnetworks/TN,BUY
12102221,Emkay Global Financial Services,2024-01-22,Buy RBL Bank; target of Rs 350: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/01/RBL-Bank-22012024-emkay.pdf,20240122145033,"January 21, 2024",2024-01-21,20240121,350,268.7,RB02,RBL Bank,RBL Bank,317.50,1.95,0.62,18.1,10.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '350', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",banks-private-sector/rblbank/RB03,BUY
12102201,Emkay Global Financial Services,2024-01-22,"Buy UltraTech Cement; target of Rs 11,200: Emkay Global Financial",https://images.moneycontrol.com/static-mcnews/2024/01/UltraTech-Cement-22012024-emkay.pdf,20240122144626,"January 19, 2024",2024-01-19,20240119,11200,10094.5,UTC,UltraTech Cement,UltraTechCement,11917.00,31.00,0.26,18.0,-6.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '11200', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",cement-major/ultratechcement/UTC01,BUY
12101691,Motilal Oswal,2024-01-22,Buy One 97 Communications; target of Rs 975: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/One-97-Communications-22012024-moti.pdf,20240122143902,"January 21, 2024",2024-01-21,20240121,975,784.2,OC10,One 97 Communications Paytm,One 97 Paytm,1161.35,-0.30,-0.03,48.0,-16.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '975', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",online-services/one97communicationspaytm/OC03,BUY
12101711,Motilal Oswal,2024-01-22,Buy Union Bank of India; target of Rs 165: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Union-Bank-of-India-22012024-moti.pdf,20240122143248,"January 21, 2024",2024-01-21,20240121,165,0.0,UBOI,,,,,,0.0,,B,,,"{'current': {'recommend_flag': 'B', 'target_price': '165', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",,BUY
12101751,Motilal Oswal,2024-01-22,Buy ICICI Bank; target of Rs 1230: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/ICICI-Bank-22012024-moti.pdf,20240122142920,"January 21, 2024",2024-01-21,20240121,1230,1008.3,ICI02,ICICI Bank,ICICI Bank,1356.20,9.40,0.70,34.5,-9.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1230', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",banks-private-sector/icicibank/ICI02,BUY
12101811,Motilal Oswal,2024-01-22,Neutral IDFC First Bank; target of Rs 85: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/IDFC-First-Bank-22012024-moti.pdf,20240122142242,"January 21, 2024",2024-01-21,20240121,85,87.67,IDF01,IDFC First Bank ,IDFC First Bank,67.50,-1.03,-1.50,-23.0,25.9,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '85', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",banks-private-sector/idfcfirstbank/IDF01,HOLD
12101841,Motilal Oswal,2024-01-22,Neutral Kotak Mahindra Bank; target of Rs 2000: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Kotak-Mahindra-Bank-22012024-moti.pdf,20240122141626,"January 21, 2024",2024-01-21,20240121,2000,361.29,KMF,Kotak Mahindra Bank,Kotak Mahindra,379.20,-4.40,-1.15,4.9,427.4,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '2000', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",banks-private-sector/kotakmahindrabank/KMB,HOLD
12100501,Prabhudas Lilladher,2024-01-22,Buy Polycab India; target of Rs 6021: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/01/Polycab-India-22012024-prabhu.pdf,20240122102057,"January 21, 2024",2024-01-21,20240121,6021,4334.95,PI41,Polycab India,Polycab,8198.50,16.00,0.20,89.1,-26.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '6021', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",cables-powerothers/polycabindia/PI44,BUY
12098501,Prabhudas Lilladher,2024-01-21,Buy Kotak Mahindra Bank; target of Rs 2250: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/01/Kotak-Mahindra-Bank-21012024-prabhu.pdf,20240121183543,"January 21, 2024",2024-01-21,20240121,2250,361.29,KMF,Kotak Mahindra Bank,Kotak Mahindra,379.20,-4.40,-1.15,4.9,493.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '2250', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",banks-private-sector/kotakmahindrabank/KMB,BUY
12098471,ICICIdirect.com,2024-01-21,Buy ICICI Bank; target of Rs 1300: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/01/ICICI-Bank-21012024-prabhu.pdf,20240121182858,"January 21, 2024",2024-01-21,20240121,1300,1008.3,ICI02,ICICI Bank,ICICI Bank,1356.20,9.40,0.70,34.5,-4.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1300', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'ICICIdirect.com'}, 'previous': []}",banks-private-sector/icicibank/ICI02,BUY
12096501,Motilal Oswal,2024-01-21,Neutral Atul; target of Rs 6795: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Atul-21012024-moti.pdf,20240121143005,"January 21, 2024",2024-01-21,20240121,6795,6489.05,A06,Atul,Atul,6536.00,-64.00,-0.97,0.7,3.9,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '6795', 'target_price_date': '21/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",chemicals/atul/A06,HOLD
12096631,Motilal Oswal,2024-01-21,Buy Hindustan Unilever; target of Rs 2900: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Hindustan-Unilever-21012024-moti.pdf,20240121142943,"January 20, 2024",2024-01-20,20240120,2900,2469.3,HL,Hindustan Unilever,HUL,2231.50,-9.30,-0.42,-9.6,29.9,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '2900', 'target_price_date': '20/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",personal-care/hindustanunilever/HU,BUY
12096641,Motilal Oswal,2024-01-21,Buy Metro Brands; target of Rs 1380: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Metro-Brands-21012024-moti.pdf,20240121142453,"January 20, 2024",2024-01-20,20240120,1380,1138.5,MB05,Metro Brands,Metro Brands,1064.10,-5.15,-0.48,-6.5,29.6,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1380', 'target_price_date': '20/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",footwear/metrobrands/MB06,BUY
12096681,Motilal Oswal,2024-01-21,Buy CreditAccess Grameen; target of Rs 1985: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/CreditAccess-Grameen-21012024-moti.pdf,20240121142316,"January 20, 2024",2024-01-20,20240120,1985,1668.8,CG02,CreditAccess Grameen,CreditAccess Gr,1253.80,-11.00,-0.87,-24.8,58.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1985', 'target_price_date': '20/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-nbfc/creditaccessgrameen/CG03,BUY
12096701,Motilal Oswal,2024-01-21,Buy Home First Finance; target of Rs 1180: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Home-First-Finance-21012024-moti.pdf,20240121141305,"January 19, 2024",2024-01-19,20240119,1180,1008.95,HFF,Home First Finance Company India,Home First,1122.00,-5.65,-0.50,11.2,5.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1180', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-housing/homefirstfinancecompanyindia/HFF,BUY
12096711,Motilal Oswal,2024-01-21,Buy Galaxy Surfactants; target of Rs 3760: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Galaxy-Surfactants-21012024-moti.pdf,20240121140330,"January 18, 2024",2024-01-18,20240118,3760,2706.85,GSL06,Galaxy Surfactants,Galaxy Surf,1799.60,11.60,0.65,-33.5,108.9,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3760', 'target_price_date': '18/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",diversified-chemicals/galaxysurfactants/GSL06,BUY
12095331,Sharekhan,2024-01-20,Buy Polycab India; target of Rs 5510: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/01/Polycab-India-20012024-khan.pdf,20240120222324,"January 19, 2024",2024-01-19,20240119,5510,4413.85,PI41,Polycab India,Polycab,8198.50,16.00,0.20,85.7,-32.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '5510', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",cables-powerothers/polycabindia/PI44,BUY
12095301,Sharekhan,2024-01-20,Buy Reliance Industries; target of Rs 3130: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/01/Reliance-Industries-20012024-khan.pdf,20240120221752,"January 19, 2024",2024-01-19,20240119,3130,1367.53,RI,Reliance Industries,Reliance,1363.30,-1.70,-0.12,-0.3,129.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3130', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",refineries/relianceindustries/RI,BUY
12093251,Motilal Oswal,2024-01-20,Neutral RBL Bank; target of Rs 270: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/RBL-Bank-20012024-moti.pdf,20240120144651,"January 19, 2024",2024-01-19,20240119,270,265.7,RB02,RBL Bank,RBL Bank,317.50,1.95,0.62,19.4,-14.9,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '270', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",banks-private-sector/rblbank/RB03,HOLD
12093161,Motilal Oswal,2024-01-20,Neutral Hindustan Zinc; target of Rs 310: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Hindustan-Zinc-20012024-moti.pdf,20240120144225,"January 19, 2024",2024-01-19,20240119,310,315.25,HZ,Hindustan Zinc,Hind Zinc,590.30,-2.00,-0.34,87.2,-47.4,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '310', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",metals-non-ferrous/hindustanzinc/HZ,HOLD
12093081,Motilal Oswal,2024-01-20,Neutral Shoppers Stop; target of Rs 695: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/Shoppers-Stop-20012024-moti.pdf,20240120143755,"January 19, 2024",2024-01-19,20240119,695,693.45,SS51,Shoppers Stop,Shoppers Stop,305.80,6.90,2.31,-55.9,127.2,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '695', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",retail/shoppersstop/SS51,HOLD
12092891,Motilal Oswal,2024-01-20,Buy 360ONE WAM; target of Rs 770: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/360ONE-WAM-20012024-moti.pdf,20240120142449,"January 19, 2024",2024-01-19,20240119,770,628.85,IIFLW54277,360 ONE WAM,360 ONE WAM,1109.25,-4.05,-0.36,76.3,-30.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '770', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-others/360onewam/IIFLW54277,BUY
12092841,Motilal Oswal,2024-01-20,"Buy UltraTech Cement; target of Rs 12,000: Motilal Oswal",https://images.moneycontrol.com/static-mcnews/2024/01/UltraTech-Cement-20012024-moti.pdf,20240120142044,"January 19, 2024",2024-01-19,20240119,12000,10094.5,UTC,UltraTech Cement,UltraTechCement,11917.00,31.00,0.26,18.0,0.6,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '12000', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",cement-major/ultratechcement/UTC01,BUY
12092551,Sharekhan,2024-01-20,Buy Hindustan Unilever; target of Rs 2910: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/01/Hindustan-Unilever-20012024-khan.pdf,20240120134128,"January 19, 2024",2024-01-19,20240119,2910,2564.75,HL,Hindustan Unilever,HUL,2231.50,-9.30,-0.42,-12.9,30.4,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '2910', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",personal-care/hindustanunilever/HU,BUY
12092481,Sharekhan,2024-01-20,"Buy UltraTech Cement; target of Rs 11,300: Sharekhan",https://images.moneycontrol.com/static-mcnews/2024/01/UltraTech-Cement-20012024-khan.pdf,20240120133353,"January 19, 2024",2024-01-19,20240119,11300,10094.5,UTC,UltraTech Cement,UltraTechCement,11917.00,31.00,0.26,18.0,-5.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '11300', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",cement-major/ultratechcement/UTC01,BUY
12091281,Prabhudas Lilladher,2024-01-20,Accumulate Jindal Stainless; target of Rs 660: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/01/Jindal-Stainless-20012024-prabhu.pdf,20240120105114,"January 20, 2024",2024-01-20,20240120,660,575.35,JS07,Jindal Stainless,Jindal Stainles,789.90,1.70,0.22,37.2,-16.4,N,,,"{'current': {'recommend_flag': 'A', 'target_price': '660', 'target_price_date': '20/01/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",steel-mediumsmall/jindalstainless/JSL01,BUY
12088981,KRChoksey,2024-01-19,Accumulate ICICI Prudential Life Insurance; target of Rs 545: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/ICICI-Prudential-Life-Insurance-19012024-kr.pdf,20240119215641,"January 19, 2024",2024-01-19,20240119,545,494.35,IPL01,ICICI Prudential Life Insurance Company,ICICI Prudentia,557.90,-4.10,-0.73,12.8,-2.3,N,,,"{'current': {'recommend_flag': 'A', 'target_price': '545', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",finance-general/iciciprudentiallifeinsurancecompany/IPL01,BUY
12089021,KRChoksey,2024-01-19,Accumulate Asian Paints; target of Rs 3460: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/Asian-Paints-19012024-kr.pdf,20240119214731,"January 19, 2024",2024-01-19,20240119,3460,3165.6,API,Asian Paints,Asian Paints,2516.80,52.80,2.14,-20.4,37.4,N,,,"{'current': {'recommend_flag': 'A', 'target_price': '3460', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",paintsvarnishes/asianpaints/AP31,BUY
12088871,Geofin Comtrade,2024-01-19,Buy Avenue Supermarts; target of Rs 4300: Geojit,https://images.moneycontrol.com/static-mcnews/2024/01/Avenue-Supermarts-19012024-geo.pdf,20240119212745,"January 19, 2024",2024-01-19,20240119,4300,3730.6,AS28,Avenue Supermarts,Avenue Supermar,4605.20,-23.30,-0.50,23.4,-6.6,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '4300', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Geofin Comtrade'}, 'previous': []}",retail/avenuesupermarts/AS19,BUY
12088841,Prabhudas Lilladher,2024-01-19,Hold Metro Brands; target of Rs 1109: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/01/Metro-Brands-19012024-prabhu.pdf,20240119212129,"January 19, 2024",2024-01-19,20240119,1109,1165.55,MB05,Metro Brands,Metro Brands,1064.10,-5.15,-0.48,-8.7,4.2,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '1109', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",footwear/metrobrands/MB06,HOLD
12088651,Sharekhan,2024-01-19,Buy IndusInd Bank; target of Rs 1850: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/01/IndusInd-Bank-19012024-khan-1.pdf,20240119203316,"January 18, 2024",2024-01-18,20240118,1850,1613.15,IIB,IndusInd Bank,IndusInd Bank,851.95,-1.95,-0.23,-47.1,117.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1850', 'target_price_date': '18/01/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",banks-private-sector/indusindbank/IIB,BUY
12085371,Emkay Global Financial Services,2024-01-19,Buy IndusInd Bank; target of Rs 2000: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/01/IndusInd-Bank-19012024-emkay.pdf,20240119140753,"January 19, 2024",2024-01-19,20240119,2000,1560.85,IIB,IndusInd Bank,IndusInd Bank,851.95,-1.95,-0.23,-45.4,134.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '2000', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",banks-private-sector/indusindbank/IIB,BUY
12085331,Emkay Global Financial Services,2024-01-19,Buy Aarti Industries; target of Rs 750: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/01/Aarti-Industries-19012024-emkay.pdf,20240119135441,"January 18, 2024",2024-01-18,20240118,750,611.75,AI,Aarti Industries,Aarti Ind,445.65,4.80,1.09,-27.1,68.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '750', 'target_price_date': '18/01/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",chemicals/aartiindustries/AI45,BUY
12085281,Emkay Global Financial Services,2024-01-19,Reduce Poonawalla Fincorp; target of Rs 440: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/01/Poonawalla-Fincorp-19012024-emkay.pdf,20240119135012,"January 19, 2024",2024-01-19,20240119,440,505.1,ML07,Poonawalla Fincorp,Poonawalla Fin,418.20,4.45,1.08,-17.2,5.2,N,,,"{'current': {'recommend_flag': 'R', 'target_price': '440', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",finance-nbfc/poonawallafincorp/MF20,SELL
12085151,Motilal Oswal,2024-01-19,Buy IndusInd Bank; target of Rs 1900: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/01/IndusInd-Bank-19012024-moti.pdf,20240119133718,"January 19, 2024",2024-01-19,20240119,1900,1560.85,IIB,IndusInd Bank,IndusInd Bank,851.95,-1.95,-0.23,-45.4,123.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1900', 'target_price_date': '19/01/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",banks-private-sector/indusindbank/IIB,BUY
12152011,ICICI Securities,2024-01-31,Buy Hindustan Petroleum; target of Rs 555: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/01/Hindustan-Petroleum-2912024-icici.pdf,20240131114411,"January 26, 2024",2024-01-26,20240126,555,286.83,HPC,Hindustan Petroleum Corporation,HINDPETRO,379.50,8.65,2.33,32.3,46.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '555', 'target_price_date': '26/01/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",refineries/hindustanpetroleumcorporation/HPC,BUY
12152031,ICICI Securities,2024-01-31,Buy Cipla; target of Rs 1660: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/01/Cipla-2912024-icici.pdf,20240131114409,"January 26, 2024",2024-01-26,20240126,1660,1369.8,C,Cipla,Cipla,1229.50,-11.30,-0.91,-10.2,35.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1660', 'target_price_date': '26/01/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",pharmaceuticals/cipla/C,BUY
12152041,ICICI Securities,2024-01-31,Buy SBI Life Insurance Company; target of Rs 1750: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/01/SBI-Life-Insurance-Company-2912024-icici.pdf,20240131114407,"January 28, 2024",2024-01-28,20240128,1750,1380.75,SLI03,SBI Life Insurance Company,SBI Life Insura,1982.50,11.60,0.59,43.5,-11.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1750', 'target_price_date': '28/01/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",lifehealth-insurance/sbilifeinsurancecompany/SLI03,BUY
12152421,Prabhudas Lilladher,2024-01-31,Hold Indraprastha Gas; target of Rs 382: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/01/Indraprastha-Gas-2912024-prabhu.pdf,20240131114406,"January 26, 2024",2024-01-26,20240126,382,202.55,IG04,Indraprastha Gas,IGL,166.39,-2.88,-1.70,-17.8,129.5,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '382', 'target_price_date': '26/01/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",oil-drillingexploration/indraprasthagas/IG04,HOLD
12152571,KRChoksey,2024-01-31,Buy CreditAccess Grameen; target of Rs 1960: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/CreditAccess-Grameen-2912024-kr-1.pdf,20240131093237,"January 29, 2024",2024-01-29,20240129,1960,1558.95,CG02,CreditAccess Grameen,CreditAccess Gr,1253.80,-11.00,-0.87,-19.5,56.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1960', 'target_price_date': '29/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",finance-nbfc/creditaccessgrameen/CG03,BUY
12152631,KRChoksey,2024-01-31,Buy Bajaj Auto; target of Rs 8818: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/Bajaj-Auto-2912024-kr.pdf,20240131093232,"January 29, 2024",2024-01-29,20240129,8818,7549.1,BA06,Bajaj Auto,Bajaj Auto,9803.00,29.50,0.30,29.8,-10.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '8818', 'target_price_date': '29/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",auto-23-wheelers/bajajauto/BA10,BUY
12152671,KRChoksey,2024-01-31,Buy Cipla; target of Rs 1592: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/CIPLA-2912024-kr.pdf,20240131093230,"January 29, 2024",2024-01-29,20240129,1592,1337.25,C,Cipla,Cipla,1229.50,-11.30,-0.91,-8.0,29.4,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1592', 'target_price_date': '29/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",pharmaceuticals/cipla/C,BUY
12152771,KRChoksey,2024-01-31,Accumulate Laurus Labs; target of Rs 424: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/Laurus-Labs-2912024-kr.pdf,20240131093229,"January 29, 2024",2024-01-29,20240129,424,374.3,LL06,Laurus Labs,Laurus Labs,1129.50,-6.25,-0.55,201.7,-62.4,N,,,"{'current': {'recommend_flag': 'A', 'target_price': '424', 'target_price_date': '29/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",pharmaceuticals/lauruslabs/LL05,BUY
12152811,KRChoksey,2024-01-31,Hold Supreme Petrochem; target of Rs 592: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/Supreme-Petrochem-2912024-kr.pdf,20240131093227,"January 29, 2024",2024-01-29,20240129,592,584.1,SP,Supreme Petrochem,Supreme Petro,769.90,-4.90,-0.63,31.8,-23.1,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '592', 'target_price_date': '29/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",petrochemicals/supremepetrochem/SP,HOLD
12152831,KRChoksey,2024-01-31,Hold Tech Mahindra; target of Rs 1357: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/Tech-Mahindra-2912024-kr.pdf,20240131093226,"January 29, 2024",2024-01-29,20240129,1357,1314.6,TM4,Tech Mahindra,Tech Mahindra,1504.40,-7.00,-0.46,14.4,-9.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1357', 'target_price_date': '29/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",computers-software/techmahindra/TM4,BUY
12153361,KRChoksey,2024-01-31,Buy SBI Life Insurance Company; target of Rs 1705: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/01/SBI-Life-Insurance-Co-2912024-kr.pdf,20240131093224,"January 30, 2024",2024-01-30,20240130,1705,1399.3,SLI03,SBI Life Insurance Company,SBI Life Insura,1982.50,11.60,0.59,41.6,-13.9,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1705', 'target_price_date': '30/01/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",lifehealth-insurance/sbilifeinsurancecompany/SLI03,BUY
12153781,Sharekhan,2024-01-31,Reduce JSW Steel; target of Rs 738: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/01/JSW-Steel-2912024-khan.pdf,20240131084833,"January 25, 2024",2024-01-25,20240125,738,816.45,JVS,JSW Steel,JSW Steel,1274.50,34.20,2.76,56.1,-42.0,N,,,"{'current': {'recommend_flag': 'R', 'target_price': '738', 'target_price_date': '25/01/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",steel-large/jswsteel/JSW01,SELL
