scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
PS15,8,5,1,2,"[{'name': 'ICICI Securities', 'target_price': 6440}, {'name': 'Motilal Oswal', 'target_price': 8500}, {'name': 'Prabhudas Lilladher', 'target_price': 7360}, {'name': 'Anand Rathi', 'target_price': 7587}, {'name': 'Deven Choksey', 'target_price': 5790}, {'name': 'Sharekhan', 'target_price': 6600}, {'name': 'Emkay Global Financial Services', 'target_price': 5000}, {'name': 'KRChoksey', 'target_price': 5989}]",Persistent Systems,Persistent,5325.20,-121.30,-2.23,25.0,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5000, 'percentages': -6.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5325.2, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 6658.25, 'percentages': 25, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 8500, 'percentages': 59.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 70, 'minRangePer': 9.28, 'maxRanegPer': 47.37, 'rangeDiffPer': 38.08, 'mindiff_total': 6.5, 'maxdiff_total': 33.16}",#52B974
FB,8,8,0,0,"[{'name': 'Motilal Oswal', 'target_price': 310}, {'name': 'Prabhudas Lilladher', 'target_price': 275}, {'name': 'ICICI Securities', 'target_price': 275}, {'name': 'Emkay Global Financial Services', 'target_price': 240}, {'name': 'Anand Rathi', 'target_price': 246}, {'name': 'Sharekhan', 'target_price': 220}, {'name': 'LKP Securities Limited', 'target_price': 225}, {'name': 'Geojit Financial Services', 'target_price': 199}]",Federal Bank,Federal Bank,294.35,0.60,0.20,-15.4,banks-private-sector/federalbank/FB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 199, 'percentages': -32.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 248.75, 'percentages': -15.4, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 294.35, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 310, 'percentages': 5.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 55.77, 'minRangePer': 44.82, 'maxRanegPer': 85.9, 'rangeDiffPer': 41.08, 'mindiff_total': 25, 'maxdiff_total': 47.91}",#E3515C
MM,8,7,0,1,"[{'name': 'Motilal Oswal', 'target_price': 4378}, {'name': 'Prabhudas Lilladher', 'target_price': 4050}, {'name': 'Choice Equity Broking', 'target_price': 4450}, {'name': 'LKP Securities Limited', 'target_price': 3682}, {'name': 'AnandRathi', 'target_price': 3600}, {'name': 'ICICI Securities', 'target_price': 3500}, {'name': 'Emkay Global Financial Services', 'target_price': 2700}, {'name': 'Sharekhan', 'target_price': 3600}]",Mahindra and Mahindra,M&M,3221.60,21.40,0.67,16.2,auto-carsjeeps/mahindramahindra/MM,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2700, 'percentages': -16.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3221.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3745, 'percentages': 16.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4450, 'percentages': 38.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 29.79, 'maxRanegPer': 59.71, 'rangeDiffPer': 29.92, 'mindiff_total': 19.31, 'maxdiff_total': 38.7}",#52B974
TVS,8,7,0,1,"[{'name': 'Prabhudas Lilladher', 'target_price': 4200}, {'name': 'Motilal Oswal', 'target_price': 4461}, {'name': 'Anand Rathi', 'target_price': 4150}, {'name': 'Emkay Global Financial Services', 'target_price': 4200}, {'name': 'Choice Equity Broking', 'target_price': 3400}, {'name': 'ICICI Securities', 'target_price': 3150}, {'name': 'Geojit Financial Services', 'target_price': 2774}, {'name': 'Sharekhan', 'target_price': 2839}]",TVS Motor Company,TVS Motor,3761.90,26.10,0.70,-3.0,auto-23-wheelers/tvsmotorcompany/TVS,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2774, 'percentages': -26.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3646.75, 'percentages': -3, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3761.9, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 4461, 'percentages': 18.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 60.81, 'minRangePer': 51.73, 'maxRanegPer': 58.55, 'rangeDiffPer': 6.82, 'mindiff_total': 31.46, 'maxdiff_total': 35.61}",#E3515C
API,8,2,3,3,"[{'name': 'Prabhudas Lilladher', 'target_price': 2464}, {'name': 'Geojit Financial Services', 'target_price': 3244}, {'name': 'Motilal Oswal', 'target_price': 3000}, {'name': 'Deven Choksey', 'target_price': 2753}, {'name': 'ICICI Securities', 'target_price': 2200}, {'name': 'Sharekhan', 'target_price': 2475}, {'name': 'KRChoksey', 'target_price': 2341}, {'name': 'Asit C. Mehta', 'target_price': 2715}]",Asian Paints,Asian Paints,2516.80,52.80,2.14,5.2,paintsvarnishes/asianpaints/AP31,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2200, 'percentages': -12.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2516.8, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2649, 'percentages': 5.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 3244, 'percentages': 28.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 47.45, 'minRangePer': 30.34, 'maxRanegPer': 42.99, 'rangeDiffPer': 12.65, 'mindiff_total': 14.4, 'maxdiff_total': 20.4}",#52B974
NI,8,2,5,1,"[{'name': 'Motilal Oswal', 'target_price': 1400}, {'name': 'Prabhudas Lilladher', 'target_price': 1394}, {'name': 'Deven Choksey', 'target_price': 1301}, {'name': 'ICICI Securities', 'target_price': 2400}, {'name': 'Sharekhan', 'target_price': 2600}, {'name': 'Emkay Global Financial Services', 'target_price': 2300}, {'name': 'KRChoksey', 'target_price': 2448}, {'name': 'AnandRathi', 'target_price': 2700}]",Nestle India,Nestle,1286.40,0.80,0.06,60.7,food-processing/nestleindia/NI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1286.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1301, 'percentages': 1.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2067.88, 'percentages': 60.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2700, 'percentages': 109.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 109.88, 'minRangePer': 1.02, 'maxRanegPer': 55.27, 'rangeDiffPer': 54.25, 'mindiff_total': 1.13, 'maxdiff_total': 60.74}",#52B974
SLI03,8,7,1,0,"[{'name': 'Motilal Oswal', 'target_price': 2400}, {'name': 'Prabhudas Lilladher', 'target_price': 2125}, {'name': 'ICICI Securities', 'target_price': 2140}, {'name': 'Emkay Global Financial Services', 'target_price': 2100}, {'name': 'Deven Choksey', 'target_price': 1975}, {'name': 'Geojit Financial Services', 'target_price': 2048}, {'name': 'KRChoksey', 'target_price': 1901}, {'name': 'Asit C. Mehta', 'target_price': 2015}]",SBI Life Insurance Company,SBI Life Insura,1982.50,11.60,0.59,5.3,lifehealth-insurance/sbilifeinsurancecompany/SLI03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1901, 'percentages': -4.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1982.5, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2088, 'percentages': 5.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2400, 'percentages': 21, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 26.24, 'minRangePer': 16.31, 'maxRanegPer': 37.46, 'rangeDiffPer': 21.15, 'mindiff_total': 4.28, 'maxdiff_total': 9.83}",#52B974
TM4,8,6,1,1,"[{'name': 'ICICI Securities', 'target_price': 1600}, {'name': 'Motilal Oswal', 'target_price': 2350}, {'name': 'Prabhudas Lilladher', 'target_price': 1860}, {'name': 'Deven Choksey', 'target_price': 1805}, {'name': 'Anand Rathi', 'target_price': 1964}, {'name': 'Sharekhan', 'target_price': 1950}, {'name': 'Emkay Global Financial Services', 'target_price': 1600}, {'name': 'KRChoksey', 'target_price': 1801}]",Tech Mahindra,Tech Mahindra,1504.40,-7.00,-0.46,24.0,computers-software/techmahindra/TM4,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1504.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1600, 'percentages': 6.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1866.25, 'percentages': 24, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2350, 'percentages': 56.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 56.2, 'minRangePer': 11.29, 'maxRanegPer': 42.79, 'rangeDiffPer': 31.5, 'mindiff_total': 6.35, 'maxdiff_total': 24.05}",#52B974
LI09,8,4,1,3,"[{'name': 'Motilal Oswal', 'target_price': 7900}, {'name': 'Prabhudas Lilladher', 'target_price': 6000}, {'name': 'Anand Rathi', 'target_price': 7375}, {'name': 'Sharekhan', 'target_price': 6200}, {'name': 'ICICI Securities', 'target_price': 4740}, {'name': 'Choice Equity Broking', 'target_price': 4680}, {'name': 'Geojit Financial Services', 'target_price': 6673}, {'name': 'Emkay Global Financial Services', 'target_price': 6000}]",LTM,LTM,4715.80,-37.80,-0.80,31.3,computers-software/ltm/LI12,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 4680, 'percentages': -0.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 4715.8, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 6196, 'percentages': 31.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 7900, 'percentages': 67.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 68.8, 'minRangePer': 1.1, 'maxRanegPer': 47.07, 'rangeDiffPer': 45.97, 'mindiff_total': 0.76, 'maxdiff_total': 32.39}",#52B974
HSL01,7,7,0,0,"[{'name': 'Motilal Oswal', 'target_price': 760}, {'name': 'Prabhudas Lilladher', 'target_price': 835}, {'name': 'Emkay Global Financial Services', 'target_price': 850}, {'name': 'Deven Choksey', 'target_price': 882}, {'name': 'Sharekhan', 'target_price': 870}, {'name': 'Ventura', 'target_price': 870}, {'name': 'KRChoksey', 'target_price': 820}]",HDFC Life Insurance Company,HDFC Life,609.75,-6.70,-1.09,37.9,lifehealth-insurance/hdfclifeinsurancecompany/HSL01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 609.75, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 760, 'percentages': 24.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 841, 'percentages': 37.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 882, 'percentages': 44.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 44.64, 'minRangePer': 55.19, 'maxRanegPer': 84.94, 'rangeDiffPer': 29.75, 'mindiff_total': 24.64, 'maxdiff_total': 37.92}",#52B974
CPI,7,4,1,2,"[{'name': 'Prabhudas Lilladher', 'target_price': 2319}, {'name': 'Deven Choksey', 'target_price': 2429}, {'name': 'Motilal Oswal', 'target_price': 2850}, {'name': 'ICICI Securities', 'target_price': 1800}, {'name': 'Sharekhan', 'target_price': 2687}, {'name': 'Geojit Financial Services', 'target_price': 2730}, {'name': 'KRChoksey', 'target_price': 2721}]",Colgate Palmolive (India),Colgate,2129.00,23.00,1.09,17.6,personal-care/colgatepalmoliveindia/CPI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1800, 'percentages': -15.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2129, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2505.14, 'percentages': 17.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2850, 'percentages': 33.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 58.33, 'minRangePer': 31.32, 'maxRanegPer': 67.15, 'rangeDiffPer': 35.83, 'mindiff_total': 18.27, 'maxdiff_total': 39.17}",#52B974
ACC,7,6,1,0,"[{'name': 'Choice Institutional Equities', 'target_price': 2200}, {'name': 'Motilal Oswal', 'target_price': 1900}, {'name': 'Deven Choksey', 'target_price': 2140}, {'name': 'Prabhudas Lilladher', 'target_price': 2543}, {'name': 'Choice Equity Broking', 'target_price': 2475}, {'name': 'Geojit Financial Services', 'target_price': 2134}, {'name': 'KRChoksey', 'target_price': 2205}]",ACC,ACC,1428.80,-3.40,-0.24,55.9,cement-major/acc/ACC06,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1428.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1900, 'percentages': 32.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2228.14, 'percentages': 55.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2543, 'percentages': 77.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 77.98, 'minRangePer': 42.28, 'maxRanegPer': 71.73, 'rangeDiffPer': 29.45, 'mindiff_total': 32.97, 'maxdiff_total': 55.94}",#52B974
IE07,7,2,2,3,"[{'name': 'ICICI Securities', 'target_price': 1190}, {'name': 'Motilal Oswal', 'target_price': 1000}, {'name': 'Emkay Global Financial Services', 'target_price': 1150}, {'name': 'Choice Equity Broking', 'target_price': 1190}, {'name': 'Prabhudas Lilladher', 'target_price': 1200}, {'name': 'Geojit Financial Services', 'target_price': 1507}, {'name': 'AnandRathi', 'target_price': 2230}]",Cyient,Cyient,948.05,-14.25,-1.48,42.6,computers-software/cyient/IE07,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 948.05, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1000, 'percentages': 5.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1352.43, 'percentages': 42.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2230, 'percentages': 135.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 135.21, 'minRangePer': 4.04, 'maxRanegPer': 31.54, 'rangeDiffPer': 27.5, 'mindiff_total': 5.47, 'maxdiff_total': 42.65}",#52B974
DL03,7,4,1,2,"[{'name': 'Prabhudas Lilladher', 'target_price': 6850}, {'name': 'Deven Choksey', 'target_price': 6795}, {'name': 'Motilal Oswal', 'target_price': 6925}, {'name': 'ICICI Securities', 'target_price': 5400}, {'name': 'Geojit Financial Services', 'target_price': 5400}, {'name': 'KRChoksey', 'target_price': 6435}, {'name': 'Sharekhan', 'target_price': 6812}]",Divis Laboratories,Divis Labs,6280.00,51.00,0.82,1.4,pharmaceuticals/divislaboratories/DL03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5400, 'percentages': -14, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 6280, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 6373.86, 'percentages': 1.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6925, 'percentages': 10.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 28.24, 'minRangePer': 57.68, 'maxRanegPer': 63.84, 'rangeDiffPer': 6.16, 'mindiff_total': 16.29, 'maxdiff_total': 18.03}",#52B974
HI01,7,6,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1490}, {'name': 'Prabhudas Lilladher', 'target_price': 1634}, {'name': 'ICICI Securities', 'target_price': 1725}, {'name': 'Anand Rathi', 'target_price': 1720}, {'name': 'ICICIdirect.com', 'target_price': 1935}, {'name': 'AnandRathi', 'target_price': 1949}, {'name': 'Geojit Financial Services', 'target_price': 1865}]",Havells India,Havells India,1302.10,-4.30,-0.33,35.1,electric-equipment/havellsindia/HI01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1302.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1490, 'percentages': 14.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1759.71, 'percentages': 35.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1949, 'percentages': 49.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 49.68, 'minRangePer': 29.04, 'maxRanegPer': 70.73, 'rangeDiffPer': 41.69, 'mindiff_total': 14.43, 'maxdiff_total': 35.14}",#52B974
LTS,7,3,3,1,"[{'name': 'ICICI Securities', 'target_price': 4040}, {'name': 'Prabhudas Lilladher', 'target_price': 4070}, {'name': 'Motilal Oswal', 'target_price': 4300}, {'name': 'Sharekhan', 'target_price': 4850}, {'name': 'Choice Equity Broking', 'target_price': 4850}, {'name': 'Asit C. Mehta', 'target_price': 5990}, {'name': 'Emkay Global Financial Services', 'target_price': 5000}]",LT Technology Services,LT Technology,3572.50,82.40,2.36,32.3,engineering/lttechnologyservices/LTS,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 3572.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 4040, 'percentages': 13, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4728.57, 'percentages': 32.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 5990, 'percentages': 67.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 67.66, 'minRangePer': 19.33, 'maxRanegPer': 47.82, 'rangeDiffPer': 28.49, 'mindiff_total': 13.08, 'maxdiff_total': 32.36}",#52B974
