scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
GI,3,1,2,0,"[{'name': 'ICICI Securities', 'target_price': 2500}, {'name': 'Deven Choksey', 'target_price': 2300}, {'name': 'Motilal Oswal', 'target_price': 3000}]",GlaxoSmithKline Pharmaceuticals,GlaxoSmithKline,2429.90,-24.00,-0.98,7.0,pharmaceuticals/glaxosmithklinepharmaceuticals/GSK,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2300, 'percentages': -5.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2429.9, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2600, 'percentages': 7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 3000, 'percentages': 23.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 30.43, 'minRangePer': 18.53, 'maxRanegPer': 42.85, 'rangeDiffPer': 24.32, 'mindiff_total': 5.64, 'maxdiff_total': 13.04}",#52B974
AW01,3,2,1,0,"[{'name': 'Deven Choksey', 'target_price': 274}, {'name': 'ICICI Securities', 'target_price': 350}, {'name': 'KRChoksey', 'target_price': 297}]",AWL Agri Business,AWL Agri,184.62,-0.39,-0.21,66.2,consumer-food/awlagribusiness/AW,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 184.62, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 274, 'percentages': 48.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 307, 'percentages': 66.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 350, 'percentages': 89.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 89.57, 'minRangePer': 54.04, 'maxRanegPer': 73.99, 'rangeDiffPer': 19.94, 'mindiff_total': 48.41, 'maxdiff_total': 66.28}",#52B974
MC22,3,3,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 600}, {'name': 'Deven Choksey', 'target_price': 596}, {'name': 'KRChoksey', 'target_price': 664}]",Minda Corporation,Minda Corp,537.95,5.15,0.97,15.2,auto-ancillaries/mindacorporation/MC23,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 537.95, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 596, 'percentages': 10.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 620, 'percentages': 15.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 664, 'percentages': 23.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 23.43, 'minRangePer': 46.05, 'maxRanegPer': 65.08, 'rangeDiffPer': 19.03, 'mindiff_total': 10.79, 'maxdiff_total': 15.25}",#52B974
GI28,3,3,0,0,"[{'name': 'Anand Rathi', 'target_price': 313}, {'name': 'AnandRathi', 'target_price': 771}, {'name': 'Sharekhan', 'target_price': 670}]",Greenlam Industries,Greenlam Ind,225.23,1.43,0.64,159.5,miscellaneous/greenlamindustries/GI31,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 225.23, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 313, 'percentages': 38.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 584.67, 'percentages': 159.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 771, 'percentages': 242.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 242.31, 'minRangePer': 16.07, 'maxRanegPer': 65.85, 'rangeDiffPer': 49.77, 'mindiff_total': 38.96, 'maxdiff_total': 159.58}",#52B974
KI19,3,3,0,0,"[{'name': 'Anand Rathi', 'target_price': 958}, {'name': 'AnandRathi', 'target_price': 971}, {'name': 'Asit C. Mehta', 'target_price': 950}]",J Kumar Infraprojects,J Kumar Infra,511.45,-7.80,-1.50,87.6,constructioncontracting-civil/jkumarinfraprojects/KI01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 511.45, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': 85.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 959.67, 'percentages': 87.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 971, 'percentages': 89.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 89.85, 'minRangePer': 95.42, 'maxRanegPer': 97.52, 'rangeDiffPer': 2.09, 'mindiff_total': 85.74, 'maxdiff_total': 87.63}",#52B974
SIB,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 40}, {'name': 'Anand Rathi', 'target_price': 42}, {'name': 'Geojit Financial Services', 'target_price': 27}]",South Indian Bank,South Ind Bk,39.29,0.36,0.92,-7.5,banks-private-sector/southindianbank/SIB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 27, 'percentages': -31.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 36.33, 'percentages': -7.5, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 39.29, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 42, 'percentages': 6.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 55.55, 'minRangePer': 62.19, 'maxRanegPer': 81.92, 'rangeDiffPer': 19.73, 'mindiff_total': 34.55, 'maxdiff_total': 45.51}",#E3515C
REC02,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 465}, {'name': 'ICICI Securities', 'target_price': 540}, {'name': 'Emkay Global Financial Services', 'target_price': 525}]",REC,REC,382.70,9.40,2.52,33.2,finance-term-lending-institutions/rec/REC02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 382.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 465, 'percentages': 21.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 510, 'percentages': 33.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 540, 'percentages': 41.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 41.1, 'minRangePer': 52.31, 'maxRanegPer': 80.92, 'rangeDiffPer': 28.61, 'mindiff_total': 21.5, 'maxdiff_total': 33.26}",#52B974
IPA02,3,3,0,0,"[{'name': 'Anand Rathi', 'target_price': 3800}, {'name': 'Motilal Oswal', 'target_price': 3850}, {'name': 'Prabhudas Lilladher', 'target_price': 3585}]",ICICI Prudential Asset Management Company,ICICIAMC,3295.70,-43.20,-1.29,13.6,finance-investment/iciciprudentialassetmanagementcompany/IPA02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 3295.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3585, 'percentages': 8.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3745, 'percentages': 13.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 3850, 'percentages': 16.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 16.81, 'minRangePer': 52.17, 'maxRanegPer': 81.08, 'rangeDiffPer': 28.9, 'mindiff_total': 8.77, 'maxdiff_total': 13.63}",#52B974
ADANI54145,3,3,0,0,"[{'name': 'Asit C. Mehta', 'target_price': 1388}, {'name': 'ICICI Securities', 'target_price': 1230}, {'name': 'Emkay Global Financial Services', 'target_price': 1500}]",Adani Green Energy Limited,Adani Green Ene,1152.70,25.40,2.25,19.0,power-generationdistribution/adanigreenenergylimited/ADANI54145,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1152.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1230, 'percentages': 6.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1372.67, 'percentages': 19, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1500, 'percentages': 30.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 30.12, 'minRangePer': 22.24, 'maxRanegPer': 63.34, 'rangeDiffPer': 41.1, 'mindiff_total': 6.7, 'maxdiff_total': 19.08}",#52B974
FMF,3,1,1,1,"[{'name': 'ICICI Securities', 'target_price': 225}, {'name': 'Motilal Oswal', 'target_price': 170}, {'name': 'Emkay Global Financial Services', 'target_price': 260}]",Fusion Finance,Fusion Finance,170.37,-1.01,-0.59,28.1,finance-nbfc/fusionfinance/FMF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 170, 'percentages': -0.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 170.37, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 218.33, 'percentages': 28.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 260, 'percentages': 52.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 52.94, 'minRangePer': 0.39, 'maxRanegPer': 53.68, 'rangeDiffPer': 53.29, 'mindiff_total': 0.21, 'maxdiff_total': 28.42}",#52B974
CF06,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 2800}, {'name': 'Mirae Asset Sharekhan', 'target_price': 2535}, {'name': 'Sharekhan', 'target_price': 2535}]",Coromandel International,Coromandel Int,2074.90,24.70,1.20,26.4,fertilisers/coromandelinternational/CI45,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2074.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2535, 'percentages': 22.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2623.33, 'percentages': 26.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2800, 'percentages': 34.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 34.94, 'minRangePer': 63.45, 'maxRanegPer': 75.64, 'rangeDiffPer': 12.18, 'mindiff_total': 22.17, 'maxdiff_total': 26.43}",#52B974
NVC,3,2,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 474}, {'name': 'ICICI Securities', 'target_price': 369}, {'name': 'Choice Equity Broking', 'target_price': 560}]",Nuvoco Vistas Corporation,Nuvoco Vistas,308.20,-3.20,-1.03,51.7,cement/nuvocovistascorporation/NVC,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 308.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 369, 'percentages': 19.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 467.67, 'percentages': 51.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 560, 'percentages': 81.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 81.7, 'minRangePer': 24.13, 'maxRanegPer': 63.32, 'rangeDiffPer': 39.19, 'mindiff_total': 19.72, 'maxdiff_total': 51.74}",#52B974
VR03,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1040}, {'name': 'Anand Rathi', 'target_price': 1208}, {'name': 'AnandRathi', 'target_price': 5150}]",V-Mart Retail,V-Mart Retail,640.00,25.75,4.19,285.3,retail/v-martretail/VR03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 640, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1040, 'percentages': 62.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2466, 'percentages': 285.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 5150, 'percentages': 704.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 704.68, 'minRangePer': 8.86, 'maxRanegPer': 40.48, 'rangeDiffPer': 31.61, 'mindiff_total': 62.5, 'maxdiff_total': 285.31}",#52B974
MPS,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1820}, {'name': 'Prabhudas Lilladher', 'target_price': 1777}, {'name': 'Asit C. Mehta', 'target_price': 1591}]",Adani Ports and Special Economic Zone,Adani Ports,1578.40,5.00,0.32,9.5,infrastructure-general/adaniportsspecialeconomiczone/MPS,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1578.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1591, 'percentages': 0.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1729.33, 'percentages': 9.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1820, 'percentages': 15.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 15.3, 'minRangePer': 5.16, 'maxRanegPer': 62.48, 'rangeDiffPer': 57.31, 'mindiff_total': 0.79, 'maxdiff_total': 9.56}",#52B974
HMI01,3,2,0,1,"[{'name': 'ICICI Securities', 'target_price': 2150}, {'name': 'Motilal Oswal', 'target_price': 2567}, {'name': 'Emkay Global Financial Services', 'target_price': 1750}]",Hyundai Motor India,Hyundai Motor,1886.00,-16.80,-0.88,14.2,automobile-passenger-cars/hyundaimotorindia/HMI01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1750, 'percentages': -7.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1886, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2155.67, 'percentages': 14.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2567, 'percentages': 36.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 46.68, 'minRangePer': 16.64, 'maxRanegPer': 49.65, 'rangeDiffPer': 33.01, 'mindiff_total': 7.77, 'maxdiff_total': 23.18}",#52B974
BT09,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 2350}, {'name': 'Sharekhan', 'target_price': 1900}, {'name': 'Geojit Financial Services', 'target_price': 1768}]",APL Apollo Tubes,APL Apollo,2143.90,38.20,1.81,-6.4,steel-tubespipes/aplapollotubes/BT09,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1768, 'percentages': -17.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2006, 'percentages': -6.4, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2143.9, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 2350, 'percentages': 9.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32.91, 'minRangePer': 40.89, 'maxRanegPer': 64.6, 'rangeDiffPer': 23.7, 'mindiff_total': 13.46, 'maxdiff_total': 21.26}",#E3515C
EP,3,3,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 315}, {'name': 'Motilal Oswal', 'target_price': 270}, {'name': 'ICICI Securities', 'target_price': 315}]",EPL,EPL,236.24,2.69,1.15,26.9,packaging/epl/EP11,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 236.24, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 270, 'percentages': 14.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 300, 'percentages': 26.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 315, 'percentages': 33.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 33.33, 'minRangePer': 42.87, 'maxRanegPer': 80.94, 'rangeDiffPer': 38.07, 'mindiff_total': 14.29, 'maxdiff_total': 26.98}",#52B974
GGC,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 485}, {'name': 'Prabhudas Lilladher', 'target_price': 422}, {'name': 'ICICI Securities', 'target_price': 560}]",Gujarat Gas,Gujarat Gas,367.50,4.70,1.30,33.0,oil-drillingexploration/gujaratgas/GGC,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 367.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 422, 'percentages': 14.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 489, 'percentages': 33, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 560, 'percentages': 52.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 52.38, 'minRangePer': 28.29, 'maxRanegPer': 63.11, 'rangeDiffPer': 34.82, 'mindiff_total': 14.82, 'maxdiff_total': 33.06}",#52B974
II22,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 2750}, {'name': 'ICICI Securities', 'target_price': 2580}, {'name': 'Anand Rathi', 'target_price': 3100}]",Indiamart Intermesh,Indiamart Inter,2184.60,13.70,0.63,28.6,retailing/indiamartintermesh/II12,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2184.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2580, 'percentages': 18, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2810, 'percentages': 28.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 3100, 'percentages': 41.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 41.9, 'minRangePer': 43.17, 'maxRanegPer': 68.3, 'rangeDiffPer': 25.12, 'mindiff_total': 18.09, 'maxdiff_total': 28.62}",#52B974
UA03,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1400}, {'name': 'Prabhudas Lilladher', 'target_price': 1400}, {'name': 'East India Securities Ltd', 'target_price': 1489}]",UTI Asset Management Company,UTI AMC,1032.30,-2.50,-0.24,38.4,finance-investment/utiassetmanagementcompany/UA04,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1032.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1400, 'percentages': 35.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1429.67, 'percentages': 38.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1489, 'percentages': 44.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 44.24, 'minRangePer': 80.49, 'maxRanegPer': 87, 'rangeDiffPer': 6.51, 'mindiff_total': 35.61, 'maxdiff_total': 38.49}",#52B974
PCA,3,1,2,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 2600}, {'name': 'Motilal Oswal', 'target_price': 2800}, {'name': 'ICICI Securities', 'target_price': 2535}]",Prudent Corporate Advisory Services,Prudent Advisor,2711.30,-40.70,-1.48,-2.4,finance-investment/prudentcorporateadvisoryservices/PCA01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2535, 'percentages': -6.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2645, 'percentages': -2.4, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2711.3, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 2800, 'percentages': 3.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 10.45, 'minRangePer': 41.43, 'maxRanegPer': 66.5, 'rangeDiffPer': 25.07, 'mindiff_total': 4.33, 'maxdiff_total': 6.95}",#E3515C
JS07,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 990}, {'name': 'ICICI Securities', 'target_price': 860}, {'name': 'Prabhudas Lilladher', 'target_price': 784}]",Jindal Stainless,Jindal Stainles,789.90,1.70,0.22,11.1,steel-mediumsmall/jindalstainless/JSL01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 784, 'percentages': -0.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 789.9, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 878, 'percentages': 11.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 990, 'percentages': 25.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 26.27, 'minRangePer': 2.85, 'maxRanegPer': 45.6, 'rangeDiffPer': 42.75, 'mindiff_total': 0.75, 'maxdiff_total': 11.98}",#52B974
MB05,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1215}, {'name': 'Prabhudas Lilladher', 'target_price': 1181}, {'name': 'Emkay Global Financial Services', 'target_price': 1475}]",Metro Brands,Metro Brands,1064.10,-5.15,-0.48,21.2,footwear/metrobrands/MB06,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1064.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1181, 'percentages': 10.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1290.33, 'percentages': 21.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1475, 'percentages': 38.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 38.61, 'minRangePer': 28.43, 'maxRanegPer': 55.06, 'rangeDiffPer': 26.63, 'mindiff_total': 10.98, 'maxdiff_total': 21.26}",#52B974
ARVIN54248,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 650}, {'name': 'Anand Rathi', 'target_price': 728}, {'name': 'AnandRathi', 'target_price': 685}]",Arvind Fashions Limited,AFL,466.30,-6.35,-1.34,47.4,miscellaneous/arvindfashionslimited/ARVIN54248,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 466.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 650, 'percentages': 39.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 687.67, 'percentages': 47.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 728, 'percentages': 56.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 56.12, 'minRangePer': 70.18, 'maxRanegPer': 84.58, 'rangeDiffPer': 14.39, 'mindiff_total': 39.39, 'maxdiff_total': 47.47}",#52B974
RB02,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 370}, {'name': 'Emkay Global Financial Services', 'target_price': 375}, {'name': 'ICICI Securities', 'target_price': 415}]",RBL Bank,RBL Bank,317.50,1.95,0.62,21.7,banks-private-sector/rblbank/RB03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 317.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 370, 'percentages': 16.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 386.67, 'percentages': 21.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 415, 'percentages': 30.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 30.7, 'minRangePer': 53.84, 'maxRanegPer': 70.94, 'rangeDiffPer': 17.09, 'mindiff_total': 16.53, 'maxdiff_total': 21.78}",#52B974
SUMIC54292,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 515}, {'name': 'Anand Rathi', 'target_price': 630}, {'name': 'Sharekhan', 'target_price': 659}]",SUMITOMO CHEMICAL INDIA LIMITE,SUMITOMO,446.25,3.85,0.87,34.7,pesticidesagrochemicals/sumitomochemicalindialimite/SUMIC54292,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 446.25, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 515, 'percentages': 15.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 601.33, 'percentages': 34.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 659, 'percentages': 47.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 47.67, 'minRangePer': 32.3, 'maxRanegPer': 72.89, 'rangeDiffPer': 40.59, 'mindiff_total': 15.4, 'maxdiff_total': 34.75}",#52B974
ABL03,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 3400}, {'name': 'Emkay Global Financial Services', 'target_price': 3200}, {'name': 'ICICI Securities', 'target_price': 3700}]",Angel One,Angel One,319.16,-3.31,-1.03,975.7,finance-stock-broking/angelone/ABL03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 319.16, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3200, 'percentages': 902.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3433.33, 'percentages': 975.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 3700, 'percentages': 1059.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 1059.29, 'minRangePer': 85.21, 'maxRanegPer': 92.11, 'rangeDiffPer': 6.9, 'mindiff_total': 902.63, 'maxdiff_total': 975.73}",#52B974
