scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
AP26,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 187}, {'name': 'Asit C. Mehta', 'target_price': 680}]",Adani Power,Adani Power,198.50,5.31,2.75,118.3,power-generationdistribution/adanipower/AP11,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 187, 'percentages': -5.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 198.5, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 433.5, 'percentages': 118.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 680, 'percentages': 242.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 263.63, 'minRangePer': 2.32, 'maxRanegPer': 49.99, 'rangeDiffPer': 47.67, 'mindiff_total': 6.14, 'maxdiff_total': 131.81}",#52B974
BDE,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 7900}, {'name': 'ICICI Securities', 'target_price': 7330}]",Blue Dart Express,Blue Dart,5391.00,151.40,2.89,41.2,couriers/bluedartexpress/BDE,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 5391, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 7330, 'percentages': 35.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 7615, 'percentages': 41.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 7900, 'percentages': 46.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 46.54, 'minRangePer': 77.26, 'maxRanegPer': 88.63, 'rangeDiffPer': 11.36, 'mindiff_total': 35.96, 'maxdiff_total': 41.25}",#52B974
MH09,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 2400}, {'name': 'Emkay Global Financial Services', 'target_price': 2050}]",Metropolis Healthcare,Metropolis,471.70,-0.55,-0.12,371.6,hospitalsmedical-services/metropolishealthcare/MH06,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 471.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2050, 'percentages': 334.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2225, 'percentages': 371.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2400, 'percentages': 408.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 408.79, 'minRangePer': 81.84, 'maxRanegPer': 90.92, 'rangeDiffPer': 9.07, 'mindiff_total': 334.59, 'maxdiff_total': 371.69}",#52B974
GD01,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 94}, {'name': 'Sharekhan', 'target_price': 105}]",Gateway Distriparks,Gateway Distri,59.31,1.00,1.71,67.7,miscellaneous/gatewaydistriparks/GD01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 59.31, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 94, 'percentages': 58.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 99.5, 'percentages': 67.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 105, 'percentages': 77, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 77.03, 'minRangePer': 75.91, 'maxRanegPer': 87.96, 'rangeDiffPer': 12.04, 'mindiff_total': 58.48, 'maxdiff_total': 67.76}",#52B974
PFR,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 90}, {'name': 'Sharekhan', 'target_price': 95}]",Aditya Birla Fashion & Retail,Aditya Birla F,64.11,0.33,0.52,44.2,retail/adityabirlafashionretail/PFR,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 64.11, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 90, 'percentages': 40.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 92.5, 'percentages': 44.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 95, 'percentages': 48.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 48.18, 'minRangePer': 83.81, 'maxRanegPer': 91.9, 'rangeDiffPer': 8.09, 'mindiff_total': 40.38, 'maxdiff_total': 44.28}",#52B974
LIC09,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 1100}, {'name': 'Motilal Oswal', 'target_price': 1080}]",Life Insurance Corporation of India,LIC India,842.20,0.55,0.07,29.4,lifehealth-insurance/lifeinsurancecorporationindia/LIC09,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 842.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1080, 'percentages': 28.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1090, 'percentages': 29.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 30.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 30.61, 'minRangePer': 92.22, 'maxRanegPer': 96.11, 'rangeDiffPer': 3.89, 'mindiff_total': 28.23, 'maxdiff_total': 29.42}",#52B974
GA08,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 700}, {'name': 'ICICI Securities', 'target_price': 935}]",Godrej Agrovet,Godrej Agrovet,615.75,8.05,1.32,32.7,miscellaneous/godrejagrovet/GA03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 615.75, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 700, 'percentages': 13.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 817.5, 'percentages': 32.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 935, 'percentages': 51.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 51.84, 'minRangePer': 26.38, 'maxRanegPer': 63.19, 'rangeDiffPer': 36.81, 'mindiff_total': 13.68, 'maxdiff_total': 32.76}",#52B974
HFL03,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1350}, {'name': 'ICICI Securities', 'target_price': 1300}]",Happy Forgings,Happy Forgings,1336.60,21.10,1.60,-0.8,metals-castingsforgings/happyforgings/HFL02,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': -2.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1325, 'percentages': -0.8, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1336.6, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1350, 'percentages': 1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 3.84, 'minRangePer': 50, 'maxRanegPer': 73.17, 'rangeDiffPer': 23.17, 'mindiff_total': 1.92, 'maxdiff_total': 2.81}",#E3515C
I13,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1250}, {'name': 'ICICI Securities', 'target_price': 1310}]",G R Infraprojects,G R Infra,903.55,11.60,1.30,41.6,construction-infrastructure/grinfraprojects/I09,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 903.55, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1250, 'percentages': 38.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1280, 'percentages': 41.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1310, 'percentages': 44.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 44.98, 'minRangePer': 85.23, 'maxRanegPer': 92.61, 'rangeDiffPer': 7.37, 'mindiff_total': 38.34, 'maxdiff_total': 41.66}",#52B974
BFC,2,0,2,0,"[{'name': 'Motilal Oswal', 'target_price': 1597}, {'name': 'Prabhudas Lilladher', 'target_price': 1050}]",Bharat Forge,Bharat Forge,1860.50,4.70,0.25,-28.8,castingsforgings/bharatforge/BF03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1050, 'percentages': -43.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1323.5, 'percentages': -28.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1597, 'percentages': -14.1, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1860.5, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 77.19, 'minRangePer': 33.73, 'maxRanegPer': 67.48, 'rangeDiffPer': 33.75, 'mindiff_total': 26.04, 'maxdiff_total': 52.09}",#E3515C
PFC02,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 500}, {'name': 'ICICI Securities', 'target_price': 510}]",Power Finance Corporation,Power Finance,464.85,5.95,1.30,8.6,finance-term-lending-institutions/powerfinancecorporation/PFC02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 464.85, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 500, 'percentages': 7.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 505, 'percentages': 8.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 510, 'percentages': 9.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 9.71, 'minRangePer': 77.85, 'maxRanegPer': 88.87, 'rangeDiffPer': 11.02, 'mindiff_total': 7.56, 'maxdiff_total': 8.63}",#52B974
SII01,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 2600}, {'name': 'Prabhudas Lilladher', 'target_price': 2570}]",Safari Industries (India),Safari Ind,1577.50,27.10,1.75,63.8,householdpersonal-products/safariindustriesindia/SII01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1577.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2570, 'percentages': 62.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2585, 'percentages': 63.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2600, 'percentages': 64.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 97.06, 'maxRanegPer': 98.53, 'rangeDiffPer': 1.46, 'mindiff_total': 62.91, 'maxdiff_total': 63.86}",#52B974
SG16,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 375}, {'name': 'Emkay Global Financial Services', 'target_price': 500}]",Senco Gold,Senco Gold,326.30,1.75,0.54,34.0,diamondjewellery/sencogold/SG14,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 326.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 375, 'percentages': 14.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 437.5, 'percentages': 34, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 500, 'percentages': 53.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 53.23, 'minRangePer': 28.02, 'maxRanegPer': 64, 'rangeDiffPer': 35.98, 'mindiff_total': 14.92, 'maxdiff_total': 34.07}",#52B974
EL01,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1520}, {'name': 'Prabhudas Lilladher', 'target_price': 1800}]",Eris Lifesciences,Eris Life,1445.50,-20.00,-1.36,14.8,pharmaceuticalsdrugs/erislifesciences/EL01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1445.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1520, 'percentages': 5.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1660, 'percentages': 14.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1800, 'percentages': 24.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 24.52, 'minRangePer': 21, 'maxRanegPer': 60.48, 'rangeDiffPer': 39.47, 'mindiff_total': 5.15, 'maxdiff_total': 14.83}",#52B974
MMF,2,2,0,0,"[{'name': 'Anand Rathi', 'target_price': 600}, {'name': 'AnandRathi', 'target_price': 720}]",MM Forgings,MM Forgings,464.25,4.25,0.92,42.1,castingsforgings/mmforgings/MMF,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 464.25, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 600, 'percentages': 29.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 660, 'percentages': 42.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 720, 'percentages': 55, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 55.08, 'minRangePer': 53.08, 'maxRanegPer': 76.54, 'rangeDiffPer': 23.46, 'mindiff_total': 29.24, 'maxdiff_total': 42.16}",#52B974
VIP,2,1,0,1,"[{'name': 'Motilal Oswal', 'target_price': 475}, {'name': 'Prabhudas Lilladher', 'target_price': 352}]",VIP Industries,VIP Industries,320.30,-1.70,-0.53,29.0,householdpersonal-products/vipindustries/VIP,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 320.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 352, 'percentages': 9.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 413.5, 'percentages': 29, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 475, 'percentages': 48.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 48.29, 'minRangePer': 20.48, 'maxRanegPer': 60.24, 'rangeDiffPer': 39.76, 'mindiff_total': 9.89, 'maxdiff_total': 29.09}",#52B974
NOC,2,0,2,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 159}, {'name': 'Motilal Oswal', 'target_price': 170}]",NOCIL,NOCIL,172.31,-1.53,-0.88,-4.5,petrochemicals/nocil/NOC02,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 159, 'percentages': -7.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 164.5, 'percentages': -4.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 170, 'percentages': -1.3, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 172.31, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 8.37, 'minRangePer': 41.21, 'maxRanegPer': 82.55, 'rangeDiffPer': 41.34, 'mindiff_total': 3.45, 'maxdiff_total': 6.91}",#E3515C
KTI05,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 5000}, {'name': 'Prabhudas Lilladher', 'target_price': 5502}]",Kaynes Technology India,Kaynes Tech,4214.40,12.20,0.29,24.5,electronics-components/kaynestechnologyindia/KTI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 4214.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 5000, 'percentages': 18.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5251, 'percentages': 24.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 5502, 'percentages': 30.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 30.55, 'minRangePer': 61.01, 'maxRanegPer': 80.49, 'rangeDiffPer': 19.47, 'mindiff_total': 18.64, 'maxdiff_total': 24.59}",#52B974
KJI01,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 600}, {'name': 'ICICI Securities', 'target_price': 670}]",Kalyan Jewellers India,Kalyan Jeweller,426.85,-13.45,-3.05,48.7,diamondjewellery/kalyanjewellersindia/KJI01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 426.85, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 600, 'percentages': 40.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 635, 'percentages': 48.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 670, 'percentages': 56.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 56.96, 'minRangePer': 71.2, 'maxRanegPer': 85.6, 'rangeDiffPer': 14.39, 'mindiff_total': 40.56, 'maxdiff_total': 48.76}",#52B974
BHL03,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 2000}, {'name': 'ICICI Securities', 'target_price': 1760}]",Bharti Hexacom,Bharti Hexacom,1538.20,5.20,0.34,22.2,telecommunication-equipment/bhartihexacom/BHL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1538.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1760, 'percentages': 14.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1880, 'percentages': 22.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2000, 'percentages': 30, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 30.02, 'minRangePer': 48, 'maxRanegPer': 74.01, 'rangeDiffPer': 26.01, 'mindiff_total': 14.41, 'maxdiff_total': 22.22}",#52B974
SFI05,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 300}, {'name': 'Emkay Global Financial Services', 'target_price': 370}]",Sapphire Foods India,Sapphire Foods,172.34,-0.19,-0.11,94.3,hotel-resortrestaurants/sapphirefoodsindia/SFI05,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 172.34, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 300, 'percentages': 74, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 335, 'percentages': 94.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 370, 'percentages': 114.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 114.69, 'minRangePer': 64.58, 'maxRanegPer': 82.29, 'rangeDiffPer': 17.71, 'mindiff_total': 74.07, 'maxdiff_total': 94.38}",#52B974
VL08,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 350}, {'name': 'ICICI Securities', 'target_price': 350}]",VRL Logistics,VRL Logistics,261.59,0.03,0.01,33.7,transportlogistics/vrllogistics/VL03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 261.59, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 350, 'percentages': 33.7, 'color': 'red'}, {'id': 'max_target_price', 'name': 'High', 'value': 350, 'percentages': 33.7, 'color': 'green'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 350, 'percentages': 33.7, 'color': 'blue'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 33.79, 'minRangePer': 100, 'maxRanegPer': 100, 'rangeDiffPer': 0, 'mindiff_total': 33.79, 'maxdiff_total': 33.79}",#52B974
