pattern_id,userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,p_status,is_closed,is_deleted,end_date,updated_at,created_at,meta_data,analyst_name,analyst_image,updated_at_epoch,created_at_epoch,sc_name,symbol,chartType,displayLock,scanproflg
1793,21,,,nse,Horizontal Trendline,Breakout Retest and Volumes,1 day,,New,N,0,2026-10-02,2026-08-24 11:27:15,2026-08-24 11:26:53,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""124.03"",""pattern_type"":""buy"",""cmp"":""123.85"",""price_key"":""stk_PL10_N"",""target_price"":""140"",""target_return_prcnt"":""12.88"",""stoploss_price"":""117"",""stoploss_prcnt"":""5.67"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178755100617.png""},""rationale"":""Price has retested the breakout level and reversed higher with strong volume, confirming the breakout and signaling renewed bullish momentum."",""action_type"":""add"",""created_at"":""2026-08-24 11:26:53"",""updated_at"":""2026-08-24 11:26:53""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1787551035,1787551013,,,mc_pro_plus,Y,3
1790,21,,,nse,Symmetrical Triangle Breakout,Bullish Breakout,1 hour,,New,N,0,2026-09-16,2026-08-21 11:53:06,2026-08-21 11:53:06,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1105.40"",""pattern_type"":""buy"",""cmp"":""1105.40"",""price_key"":""stk_ASF03_N"",""target_price"":""1160"",""target_return_prcnt"":""4.94"",""stoploss_price"":""1080"",""stoploss_prcnt"":""2.30"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178729338522.png""},""rationale"":""The symmetrical triangle breakout on the north indicates bullish trend resumption."",""action_type"":""add"",""created_at"":""2026-08-21 11:53:06"",""updated_at"":""2026-08-21 11:53:06""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1787293386,1787293386,,,mc_pro_plus,Y,3
1789,21,,,nse,Bullish Divergence + Reversal Pattern,Bullish Reversal,1 hour,,New,N,0,2026-09-15,2026-08-21 11:21:10,2026-08-21 11:21:10,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""2300.10"",""pattern_type"":""buy"",""cmp"":""2300.10"",""price_key"":""stk_TCS_N"",""target_price"":""2385"",""target_return_prcnt"":""3.69"",""stoploss_price"":""2260"",""stoploss_prcnt"":""1.74"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178729146984.png""},""rationale"":""The bullish divergence on the RSI is followed by bullish reversal candlestick pattern called Hammer."",""action_type"":""add"",""created_at"":""2026-08-21 11:21:10"",""updated_at"":""2026-08-21 11:21:10""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1787291470,1787291470,,,mc_pro_plus,Y,3
1784,21,,,nse,Rectangle Pattern,Bullish Breakout,2 hours,,New,N,0,2026-09-25,2026-08-20 09:56:36,2026-08-20 09:56:36,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""14700.00"",""pattern_type"":""buy"",""cmp"":""14700.00"",""price_key"":""stk_DT07_N"",""target_price"":""15633"",""target_return_prcnt"":""6.35"",""stoploss_price"":""14309"",""stoploss_prcnt"":""2.66"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178719999568.png""},""rationale"":""The Rectangle pattern has broken above resistance, confirming a bullish breakout and signaling renewed buying momentum."",""action_type"":""add"",""created_at"":""2026-08-20 09:56:36"",""updated_at"":""2026-08-20 09:56:36""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1787199996,1787199996,,,mc_pro_plus,Y,3
1782,21,,,nse,50DEMA Support,Bullish Chart Pattern,1 day,,New,N,0,2027-01-26,2026-08-19 09:56:56,2026-08-19 09:56:56,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1892.90"",""pattern_type"":""buy"",""cmp"":""1892.90"",""price_key"":""stk_EPL_N"",""target_price"":""2000"",""target_return_prcnt"":""5.66"",""stoploss_price"":""1820"",""stoploss_prcnt"":""3.85"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178711361483.png""},""rationale"":""The stock price is trending bullish with higher high - higher low pattern and 50DEMA support."",""action_type"":""add"",""created_at"":""2026-08-19 09:56:56"",""updated_at"":""2026-08-19 09:56:56""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1787113616,1787113616,,,mc_pro_plus,Y,3
1776,21,,,nse,Horizontal Trendline,Bullish Breakout,1 hour,,New,N,0,2026-09-11,2026-08-17 13:54:09,2026-08-17 13:54:09,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1697.00"",""pattern_type"":""buy"",""cmp"":""1697.00"",""price_key"":""stk_TTL03_N"",""target_price"":""1773"",""target_return_prcnt"":""4.48"",""stoploss_price"":""1628"",""stoploss_prcnt"":""4.07"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178695504833.png""},""rationale"":""Price moved sideways under a horizontal resistance and now the price has broken above it showing a bullish breakout."",""action_type"":""add"",""created_at"":""2026-08-17 13:54:09"",""updated_at"":""2026-08-17 13:54:09""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786955049,1786955049,,,mc_pro_plus,Y,3
1772,21,,,nse,Falling Trendline,Bullish Reversal,4 hours,,New,N,0,2026-09-18,2026-08-14 14:06:39,2026-08-14 14:06:39,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""386.70"",""pattern_type"":""buy"",""cmp"":""386.70"",""price_key"":""stk_BI26_N"",""target_price"":""416"",""target_return_prcnt"":""7.58"",""stoploss_price"":""367"",""stoploss_prcnt"":""5.09"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178669659859.png""},""rationale"":""Price has broken above the falling trendline, signaling a potential bullish reversal as buyers regain control and momentum strengthens."",""action_type"":""add"",""created_at"":""2026-08-14 14:06:39"",""updated_at"":""2026-08-14 14:06:39""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786696599,1786696599,,,mc_pro_plus,Y,3
1760,21,,,nse,Ascending Triangle,Bullish Breakout,4 hours,,New,N,0,2026-09-18,2026-08-12 09:44:38,2026-08-12 09:44:38,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1486.60"",""pattern_type"":""buy"",""cmp"":""1486.60"",""price_key"":""stk_VDC01_N"",""target_price"":""1660"",""target_return_prcnt"":""11.66"",""stoploss_price"":""1408"",""stoploss_prcnt"":""5.29"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178650807790.png""},""rationale"":""Ascending Triangle pattern has broken above resistance, confirming a bullish breakout and signaling strong buying momentum."",""action_type"":""add"",""created_at"":""2026-08-12 09:44:38"",""updated_at"":""2026-08-12 09:44:38""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786508078,1786508078,,,mc_pro_plus,Y,3
1754,21,,,nse,Rising Trendline,Bullish Reversal,4 hours,,New,N,0,2026-09-04,2026-08-10 10:35:42,2026-08-10 10:35:42,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""736.80"",""pattern_type"":""buy"",""cmp"":""736.80"",""price_key"":""stk_HDF01_N"",""target_price"":""788"",""target_return_prcnt"":""6.95"",""stoploss_price"":""720"",""stoploss_prcnt"":""2.28"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178633834157.png""},""rationale"":""Price has reversed from the rising trendline support, showing buyers are defending the uptrend and bullish momentum is returning."",""action_type"":""add"",""created_at"":""2026-08-10 10:35:42"",""updated_at"":""2026-08-10 10:35:42""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786338342,1786338342,,,mc_pro_plus,Y,3
1751,21,,,nse,Falling Trendline,Bullish Reversal,1 week,,New,N,0,2026-10-02,2026-08-07 14:00:05,2026-08-07 14:00:05,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""4600.00"",""pattern_type"":""buy"",""cmp"":""4600.00"",""price_key"":""stk_CRI_N"",""target_price"":""5885"",""target_return_prcnt"":""27.93"",""stoploss_price"":""3827"",""stoploss_prcnt"":""16.80"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178609140339.png""},""rationale"":""Price has ended a 1.5-year downtrend by breaking above the falling trendline, indicating renewed bullish momentum."",""action_type"":""add"",""created_at"":""2026-08-07 14:00:05"",""updated_at"":""2026-08-07 14:00:05""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786091405,1786091405,,,mc_pro_plus,Y,3
1749,21,,,nse,Breakdown Retest,Bearish Trend Resumption,1 day,,New,N,0,2026-08-25,2026-08-07 10:20:51,2026-08-07 10:20:51,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""282.85"",""pattern_type"":""sell"",""cmp"":""282.85"",""price_key"":""futstk_SL23_2026-08-25"",""target_price"":""250"",""target_return_prcnt"":""11.61"",""stoploss_price"":""300"",""stoploss_prcnt"":""6.06"",""ind_id"":""-1"",""expiry_date"":""2026-08-25"",""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178607825089.png""},""rationale"":""The bearish breakdown is retested multiple times, indicating the trend resumption."",""action_type"":""add"",""created_at"":""2026-08-07 10:20:51"",""updated_at"":""2026-08-07 10:20:51""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786078251,1786078251,,,mc_pro_plus,Y,3
1748,21,,,nse,3 Years Breakout Retest,Retest of Long Term Breakout,1 day,,New,N,0,2026-12-31,2026-08-07 10:12:14,2026-08-07 10:12:14,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""611.95"",""pattern_type"":""buy"",""cmp"":""611.95"",""price_key"":""stk_MSM_N"",""target_price"":""750"",""target_return_prcnt"":""22.56"",""stoploss_price"":""550"",""stoploss_prcnt"":""10.12"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178607773389.png""},""rationale"":""The 3-year Ascending Triangle breakout has been retested on the chart, indicating the probable bullish trend for investors."",""action_type"":""add"",""created_at"":""2026-08-07 10:12:14"",""updated_at"":""2026-08-07 10:12:14""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786077734,1786077734,,,mc_pro_plus,Y,3
1747,21,,,nse,Symmetrical Triangle Breakout,Consolidation Breakout,1 hour,,New,N,0,2026-08-28,2026-08-07 10:04:43,2026-08-07 10:04:43,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""132.23"",""pattern_type"":""buy"",""cmp"":""132.23"",""price_key"":""stk_CB06_N"",""target_price"":""140"",""target_return_prcnt"":""5.88"",""stoploss_price"":""128"",""stoploss_prcnt"":""3.20"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178607728267.png""},""rationale"":""The symmetrical triangle breakout indicates an end of consolidation and beginning of the new trend."",""action_type"":""add"",""created_at"":""2026-08-07 10:04:43"",""updated_at"":""2026-08-07 10:04:43""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786077283,1786077283,,,mc_pro_plus,Y,3
1745,21,,,nse,Horizontal Trendline,Bullish Breakout,2 hours,,New,N,0,2026-08-28,2026-08-06 12:15:29,2026-08-06 12:15:29,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""588.00"",""pattern_type"":""buy"",""cmp"":""588.00"",""price_key"":""stk_AII01_N"",""target_price"":""668"",""target_return_prcnt"":""13.61"",""stoploss_price"":""543"",""stoploss_prcnt"":""7.65"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178599872855.png""},""rationale"":""After multiple tests of the resistance zone, price has finally confirmed a bullish breakout."",""action_type"":""add"",""created_at"":""2026-08-06 12:15:29"",""updated_at"":""2026-08-06 12:15:29""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785998729,1785998729,,,mc_pro_plus,Y,3
1730,21,,,nse,Horizontal Trendline,Bullish Reversal,1 day,,New,N,0,2026-08-28,2026-08-03 11:26:59,2026-08-03 11:26:59,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""11560.00"",""pattern_type"":""buy"",""cmp"":""11560.00"",""price_key"":""stk_BA_N"",""target_price"":""13010"",""target_return_prcnt"":""12.54"",""stoploss_price"":""10927"",""stoploss_prcnt"":""5.48"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178573661849.png""},""rationale"":""A horizontal trendline with price moving above the resistance, indicates a bullish reversal pattern."",""action_type"":""add"",""created_at"":""2026-08-03 11:26:59"",""updated_at"":""2026-08-03 11:26:59""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785736619,1785736619,,,mc_pro_plus,Y,3
1727,21,,,nse,Rectangle Pattern,Bullish Reversal,1 day,,New,N,0,2026-08-21,2026-07-31 11:49:04,2026-07-31 11:49:04,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""3429.40"",""pattern_type"":""buy"",""cmp"":""3429.40"",""price_key"":""stk_MM_N"",""target_price"":""3750"",""target_return_prcnt"":""9.35"",""stoploss_price"":""3240"",""stoploss_prcnt"":""5.52"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178547874334.png""},""rationale"":""The breakout from the rectangle pattern signals the end of consolidation and the start of a fresh upward move."",""action_type"":""add"",""created_at"":""2026-07-31 11:49:04"",""updated_at"":""2026-07-31 11:49:04""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785478744,1785478744,,,mc_pro_plus,Y,3
